,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat
25174,BAYSIDE INTERIORS INC.,3220 Darby Common,FREMONT,CA,94539.0,238310.0,Subchapter S Corporation,306.0,a
25175,"BAYVIEW SERVICES, INC",6925 SAN LEANDRO ST,OAKLAND,CA,94621.0,541620.0,Subchapter S Corporation,332.0,a
25176,"BEAR TRACKS HOLDINGS, LLC",1880 Shasta Street,REDDING,CA,96001.0,722511.0,Limited  Liability Company(LLC),499.0,a
25177,"BELL-CARTER FOODS, LLC",590 YGNACIO VALLEY RD STE 300,WALNUT CREEK,CA,94596.0,311421.0,Limited  Liability Company(LLC),317.0,a
25178,"BERKELEY CEMENT, INC.",1200 Sixth St,BERKELEY,CA,94710.0,238110.0,Corporation,363.0,a
25179,BERNARDS BROS INC,555 First Street,SAN FERNANDO,CA,91340.0,236220.0,Corporation,312.0,a
25180,"BEST, BEST &AMP; KRIEGER LLP",3750 University Ave Ste 400,RIVERSIDE,CA,92501.0,541110.0,Limited Liability Partnership,333.0,a
25181,"BI-RITE RESTAURANT SUPPLY, CO",123 South Hill Drive,BRISBANE,CA,94005.0,422410.0,Subchapter S Corporation,270.0,a
25182,"BIRD RIDES, INC.",2501 Colorado Ave. Second Floor 0,SANTA MONICA,CA,90404.0,532310.0,Corporation,341.0,a
25183,BIRMINGHAM COMMUNITY CHARTER HIGH SCHOOL,17000 HAYNES ST,VAN NUYS,CA,91406.0,611110.0,Non-Profit Organization,385.0,a
25184,BKF ENGINEERS,255 SHORELINE DR #200,REDWOOD CITY,CA,94065.0,541330.0,Corporation,499.0,a
25185,BLACK ANGUS STEAKHOUSES LLC,13400 Riverside Drive Suite 210,SHERMAN OAKS,CA,91423.0,722511.0,Limited  Liability Company(LLC),63.0,a
25186,BLACKSTONE TECHNOLOGY GROUP,33 NEW MONTGOMERY ST suite 850,SAN FRANCISCO,CA,94105.0,541519.0,Subchapter S Corporation,186.0,a
25187,"BLD BRANDS, LLC",20377 SW Acacia St. Suite 200,NEWPORT BEACH,CA,92660.0,722310.0,Limited  Liability Company(LLC),500.0,a
25188,BLOOD BANK OF SAN BERNADINO AND RIVERSIDE COUNTIES DBA LIFESTREAM,384 W ORANGE SHOW RD,SAN BERNARDINO,CA,92408.0,621991.0,Corporation,434.0,a
25189,"BLUE & GOLD FLEET, L.P.",41 Pier Fishermans Wharf,SAN FRANCISCO,CA,94133.0,483114.0,Partnership,294.0,a
25190,BLUE MOUNTAIN CONSTRUCTION SERVICES INC,707 ALDRIDGE RD,VACAVILLE,CA,95688.0,236118.0,Corporation,426.0,a
25191,"BOMEL CONSTRUCTION CO., INC.",96 CORPORATE PARK,IRVINE,CA,92606.0,238990.0,Corporation,453.0,a
25192,"BOYETT CONSTRUCTION, INC.",2404 Tripaldi Way,HAYWARD,CA,94545.0,423810.0,Corporation,201.0,a
25193,BREMER WHYTE BROWN & O'MEARA LLP,20320 SW BIRCH ST,NEWPORT BEACH,CA,92660.0,541110.0,Limited Liability Partnership,300.0,a
25194,BRIDGE HOUSING CORPORATION,600 California St,SAN FRANCISCO,CA,94108.0,484110.0,Non-Profit Organization,,a
25195,"BRIGANTINE, INC.  THE",7889 Ostrow St.,SAN DIEGO,CA,92111.0,722511.0,Corporation,500.0,a
25196,"BRIGHT EVENT RENTALS, LLC",1640 190TH ST,TORRANCE,CA,90501.0,532299.0,Limited  Liability Company(LLC),324.0,a
25197,BRIGHT STAR SCHOOLS,600 S. LA FAYETTE PARK PL,LOS ANGELES,CA,90057.0,611110.0,Non-Profit Organization,393.0,a
25198,"BTS USA, INC.",222 KEARNY ST SUITE 1000,SAN FRANCISCO,CA,94108.0,541611.0,Corporation,318.0,a
25199,"BUCHALTER, A PROFESSIONAL CORPORATION",1000 Wilshire Blvd STE 1500,LOS ANGELES,CA,90017.0,541110.0,Corporation,478.0,a
25200,BUILDING MATERIAL DISTRIBUTORS INC,225 ELM AVE,GALT,CA,95632.0,423310.0,Corporation,,a
25201,BURTON WAY HOTELS LLC,300 S. DOHENY DR,LOS ANGELES,CA,90048.0,721110.0,Limited  Liability Company(LLC),484.0,a
25202,"BWDS, LLC",450 N Oak St,INGLEWOOD,CA,90302.0,621399.0,Limited  Liability Company(LLC),180.0,a
25203,BYER CALIFORNIA,66 Potrero Ave,SAN FRANCISCO,CA,94103.0,315240.0,Corporation,500.0,a
25204,BYTON NORTH AMERICA CORPORATION,4201 BURTON DR,SANTA CLARA,CA,95054.0,336111.0,Corporation,387.0,a
25205,C H RENOLDS ELECTRIC INC.,1281 Wayne Ave,SAN JOSE,CA,95131.0,238210.0,Corporation,298.0,a
25206,C. OVERAA & CO.,200 Parr Boulevard,RICHMOND,CA,94801.0,541990.0,Corporation,465.0,a
25207,"C.B.F., INC.",675 DAVIS ST,SAN FRANCISCO,CA,94111.0,238210.0,Corporation,60.0,a
25208,"C3.AI, INC.",1300 Seaport Blvd Ste 500,REDWOOD CITY,CA,94063.0,511210.0,Corporation,452.0,a
25209,"CACIQUE, INC","800 Royal Oaks Drive, Suite 200",MONROVIA,CA,91016.0,311513.0,Subchapter S Corporation,0.0,a
25210,"CADENCE AEROSPACE, LLC",3150 MIRALOMA AVE,ANAHEIM,CA,92806.0,336411.0,Limited  Liability Company(LLC),500.0,a
25211,CAGWIN & DORWARD,1422 Technology Lane,MAGALIA,CA,95954.0,561730.0,Corporation,,a
25212,CALIFORNIA ACADEMY OF SCIENCES,55 Music Concourse Drive 0.0,SAN FRANCISCO,CA,94118.0,541715.0,Non-Profit Organization,474.0,a
25213,"CALIFORNIA CANCER ASSOCIATES FOR RESEARCH AND EXCELLENCE, INC.",9915 MIRA MESA BLVD SUITE 370,SAN DIEGO,CA,92131.0,621111.0,Corporation,366.0,a
25214,"CALIFORNIA CLINIC MANAGEMENT, LLC",100 E. California Blvd.,PASADENA,CA,91105.0,541611.0,Limited  Liability Company(LLC),500.0,a
25215,"CALIFORNIA FISH GRILL, LLC","17310 Red Hill Avenue, Suite 330",IRVINE,CA,92614.0,722513.0,Limited  Liability Company(LLC),500.0,a
25216,CALIFORNIA FOOD MANAGEMENT LLC,6404 WILSHIRE BLVD STE. 999,LOS ANGELES,CA,90048.0,722513.0,Limited  Liability Company(LLC),500.0,a
25217,"CALIFORNIA NORTHSTATE UNIVERSITY, LLC",9700 WEST TARON DR,ELK GROVE,CA,95757.0,611310.0,Limited  Liability Company(LLC),280.0,a
25218,"CALIFORNIA SKIN INSTITUTE INTERMEDIATE HOLDINGS, LLC",525 SOUTH DR Suite 115,MOUNTAIN VIEW,CA,94040.0,621111.0,Limited  Liability Company(LLC),390.0,a
25219,CALIFORNIA WASTE SOLUTIONS INC,1211 EMBARCADERO Suite 300,OAKLAND,CA,94606.0,562111.0,Corporation,295.0,a
25220,"CALLISTO MEDIA, INC.",6005 SHELLMOUND ST SUITE 175,EMERYVILLE,CA,94608.0,511130.0,Corporation,,a
25221,CANOO INC.,19551 Mariner Ave,TORRANCE,CA,90503.0,336111.0,Corporation,0.0,a
25222,CAR SOUND EXHAUST SYSTEM INC.,1901 CORPORATE CTR,OCEANSIDE,CA,92056.0,336390.0,Corporation,250.0,a
25223,"CASTON, INC.",354 ALLEN ST,SAN BERNARDINO,CA,92408.0,238310.0,Corporation,366.0,a
25224,CATALINA ISLAND COMPANY,150 Metropole Ave.,AVALON,CA,90704.0,721110.0,Corporation,492.0,a
25225,CATHOLIC CHARITIES CYO OF THE ARCHDIOCESE OF SAN FRANCISCO,990 Eddy Street,SAN FRANCISCO,CA,94109.0,813110.0,Non-Profit Organization,480.0,a
25226,"CENTRAL FLORIDA RESTAURANTS, INC.",3550 Mowry Ave,FREMONT,CA,94538.0,722511.0,Corporation,500.0,a
25227,"CENTRAL VALLEY SPECIALTY HOSPITAL, INC.",730 17th Street,MODESTO,CA,95354.0,622310.0,Corporation,439.0,a
25228,"CERCA TROVA RESTAURANT GROUP HOLDINGS, INC.",7676 HAZARD CENTER DR,SAN DIEGO,CA,92108.0,722511.0,Corporation,500.0,a
25229,CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE,1731 E 120TH ST,LOS ANGELES,CA,90059.0,611310.0,Non-Profit Organization,450.0,a
25230,"CHECKONE, INC.",46228 WARM SPRINGS BLVD Suite 476,FREMONT,CA,94539.0,541214.0,Corporation,500.0,a
25231,CHILD AND FAMILY GUIDANCE CENTER,9650 ZELZAH AVE,NORTHRIDGE,CA,91325.0,624190.0,Non-Profit Organization,464.0,a
25232,CHILDREN'S BUREAU OF SOUTHREN CALIFORNIA,1910 MAGNOLIA AVE,LOS ANGELES,CA,90007.0,813212.0,Non-Profit Organization,465.0,a
25233,CHILDREN'S LAW CENTER OF CALIFORNIA,101 CENTRE PLAZA DR,MONTEREY PARK,CA,91754.0,922190.0,Non-Profit Organization,475.0,a
25234,CHINESE HOSPITAL ASSOCIATION,845 Jackson Street,SAN FRANCISCO,CA,94133.0,525920.0,Corporation,377.0,a
25235,CHROME HEARTS LLC,9100 WILSHIRE BLVD SUITE 1000W,BEVERLY HILLS,CA,90212.0,315990.0,Limited  Liability Company(LLC),489.0,a
25236,CIRKS CONSTRUCTION INC.,2570 E CERRITOS AVE,ANAHEIM,CA,92806.0,236220.0,Corporation,270.0,a
25237,CLAIM JUMPER ACQUISITION COMPANY LLC,12730 HIGH BLUFF DR,SAN DIEGO,CA,92130.0,722511.0,Limited  Liability Company(LLC),0.0,a
25238,"CLAREMONT HOTEL PROPERTIES, LLC",909 Montgomery St,SAN FRANCISCO,CA,94133.0,721110.0,Limited  Liability Company(LLC),500.0,a
25239,CLAY LACY AVIATION INC,7435 Valjean Ave,VAN NUYS,CA,91406.0,488190.0,Subchapter S Corporation,500.0,a
25240,COASTAL VINEYARD CARE ASSOCIATES,224 E. HWY 246,BUELLTON,CA,93427.0,115115.0,Subchapter S Corporation,0.0,a
25241,COFFMAN SPECIALTIES INC.,"9685 VIA EXCELENCIA, STE. 200",SAN DIEGO,CA,92126.0,237310.0,Corporation,315.0,a
25242,"COLLINS ELECTRICAL COMPANY, INC.",3412 Metro Drive,STOCKTON,CA,95215.0,238210.0,Corporation,347.0,a
25243,COLUMBUS TECHNOLOGIES AND SERVICES INC,1960 E GRAND AVE STE 1000,EL SEGUNDO,CA,90245.0,541330.0,Corporation,500.0,a
25244,"COMMERCE HOME MORTGAGE, LLC",16845 VON KARMAN AVE,IRVINE,CA,92606.0,522292.0,Limited  Liability Company(LLC),250.0,a
25245,CONCRETE NORTH INC,10274 IRON ROCK WAY,ELK GROVE,CA,95624.0,238110.0,Corporation,208.0,a
25246,"CONDON-JOHNSON &#X26; ASSOCIATES, INC.",480 ROLAND WAY,OAKLAND,CA,94621.0,238110.0,Corporation,345.0,a
25247,"CONESYS, INC.",2280 West 208th Street,TORRANCE,CA,90501.0,334417.0,Subchapter S Corporation,494.0,a
25248,"CONTINENTAL CURRENCY SERVICES, INC.",1108 17TH ST,SANTA ANA,CA,92701.0,522390.0,Corporation,395.0,a
25249,CONTINUING DEVELOPMENT INCORPORATED,350 WOODVIEW AVE STE 100,MORGAN HILL,CA,95037.0,624410.0,Non-Profit Organization,500.0,a
25250,COPE LAND INC,330 Twin Dolphin Drive,REDWOOD CITY,CA,94065.0,624190.0,Corporation,20.0,a
25251,CORDOBA CORP.,1401 N. BROADWAY,LOS ANGELES,CA,90012.0,541990.0,Subchapter S Corporation,381.0,a
25252,"CORE TREE CARE, INC.",11762 DE PALMA RD STE 1C-103,CORONA,CA,92883.0,561730.0,Subchapter S Corporation,216.0,a
25253,CORTEC PRECISION SHEET METAL INC,2231 WILL WOOL DR,SAN JOSE,CA,95112.0,332322.0,Corporation,,a
25254,COTTI FOOD CORPORATION,29801 Santa Margarita Pkwy,RANCHO SANTA MARGARITA,CA,92688.0,722513.0,Subchapter S Corporation,500.0,a
25255,COTTI FOODS CALIFORNIA INC,29801 Santa Margarita Pkwy,RANCHO SANTA MARGARITA,CA,92688.0,722513.0,Subchapter S Corporation,500.0,a
25256,"CPRIME,  INC.",107 S B ST STE 200,SAN MATEO,CA,94401.0,561311.0,Corporation,249.0,a
25257,CRYSTAL CREAMERY INC,529 KANSAS AVE,MODESTO,CA,95351.0,112120.0,Corporation,,a
25258,CU DIRECT CORPORATION,2855 E. GUASTI RD,ONTARIO,CA,91761.0,813990.0,Corporation,393.0,a
25259,CUTERA INC,3240 BAYSHORE BOULEVARD,BRISBANE,CA,94005.0,339113.0,Corporation,133.0,a
25260,"CYPRESS HEALTHCARE PARTNERS, LLC",100 WILSON RD SUITE 100,MONTEREY,CA,93940.0,551112.0,Limited  Liability Company(LLC),490.0,a
25261,"D&K ENGINEERING,A CALIFORNIA C",16990 GOLDENTOP RD,SAN DIEGO,CA,92127.0,334516.0,Corporation,346.0,a
25262,DALEY'S DRYWALL & TAPING INC.,960 Camden Ave,CAMPBELL,CA,95008.0,238310.0,Corporation,360.0,a
25263,"DARENSBERRIES, LLC",2515 Professional Parkway,SANTA MARIA,CA,93455.0,111333.0,Limited  Liability Company(LLC),500.0,a
25264,"DATADIRECT NETWORKS, INC.",9351 DEERING AVE,CHATSWORTH,CA,91311.0,334112.0,Corporation,500.0,a
25265,DAVIS DEVELOPMENT COMPANY INC,8780 PRESTIGE CT,RANCHO CUCAMONGA,CA,91730.0,541611.0,Corporation,500.0,a
25266,"DAYLIGHT TRANSPORT, LLC",1501 HUGHES WAY,LONG BEACH,CA,90810.0,484122.0,Limited  Liability Company(LLC),463.0,a
25267,"DECKER ELECTRIC CO., INC., ELECTRICAL CONTRACTOR",1282 FOLSOM ST,SAN FRANCISCO,CA,94103.0,238210.0,Corporation,494.0,a
25268,DENDREON PHARMACEUTICALS LLC,1700 Saturn Way 0.0,SEAL BEACH,CA,90740.0,325412.0,Limited  Liability Company(LLC),140.0,a
25269,DIOCESE OF FRESNO EDUCATION CORPORATION,1550 N FRESNO ST,FRESNO,CA,93703.0,236220.0,Non-Profit Organization,498.0,a
25270,DIOCESE OF MONTEREY PARISH & SCHOOL OPERATING CORPORATION,425 Church St,MONTEREY,CA,93940.0,813110.0,Non-Profit Organization,495.0,a
25271,DIVERSIFIED UTILITY SERVICES INC,3105 UNICORN RD,BAKERSFIELD,CA,93308.0,237110.0,Subchapter S Corporation,,a
25272,DOME CONSTRUCTION CORPORATION,393 East Grand Avenue,SOUTH SAN FRANCISCO,CA,94080.0,236220.0,Subchapter S Corporation,320.0,a
25273,DONOR NETWORK WEST,12667 ALCOSTA BLVD,SAN RAMON,CA,94583.0,621991.0,Non-Profit Organization,334.0,a
25274,DRILL TECH DRILLING & SHORING INC,2200 Wymore Way,ANTIOCH,CA,94509.0,237990.0,Corporation,401.0,a
25275,"DYN365, INC.",500 Technology Drive,IRVINE,CA,92618.0,511210.0,Corporation,163.0,a
25276,E&B NATURAL RESOURCES MANAGEMENT CORPORATION,1600 NORRIS RD,BAKERSFIELD,CA,93308.0,211111.0,Subchapter S Corporation,296.0,a
25277,"E2 CONSULTING ENGINEERS, INC.",2100 POWELL ST,EMERYVILLE,CA,94608.0,541330.0,Subchapter S Corporation,233.0,a
25278,EAH INC.,22 PELICAN WAY,SAN RAFAEL,CA,94901.0,531110.0,Non-Profit Organization,478.0,a
25279,EAT CLUB INC.,1400 SEAPORT BLVD STE 400,REDWOOD CITY,CA,94063.0,722310.0,Corporation,500.0,a
25280,"EDMUNDS COM, INC",2401 Colorado Avenue,SANTA MONICA,CA,90404.0,519130.0,Corporation,500.0,a
25281,EDUCATION FOR CHANGE,333 Hegenberger Rd Ste 600,OAKLAND,CA,94621.0,561110.0,Non-Profit Organization,410.0,a
25282,"EICHLEAY, INC.",1390 WILLOW PASS RD,CONCORD,CA,94520.0,541330.0,Corporation,314.0,a
25283,EL & EL WOOD PRODUCTS CORP.,"6011 SCHAEFER AVE., CHINO, CA 91710",CHINO,CA,91708.0,321911.0,Corporation,459.0,a
25284,ELC CONSULTING,5149 Lone Tree Way,ANTIOCH,CA,94531.0,541519.0,Corporation,0.0,a
25285,"ELCOR ELECTRIC, INC.",3310 Bassett Street,SANTA CLARA,CA,95054.0,238210.0,Corporation,240.0,a
25286,"ELSIE GREEN, INC",20 COPENHAGEN CT,ALAMO,CA,94507.0,442110.0,Corporation,0.0,a
25287,EMCORE CORPORATION,2015 CHESTNUT STREET,ALHAMBRA,CA,91803.0,334413.0,Corporation,,a
25288,"EMPLOYNET, INC.",2555 Garden Road Suite H,MONTEREY,CA,93940.0,561320.0,Corporation,490.0,a
25289,ENDOLOGIX INC,2 Musick,IRVINE,CA,92618.0,339112.0,Corporation,477.0,a
25290,ENGEO INCORPORATED,2010 Crow Canyon Pl Ste 250,SAN RAMON,CA,94583.0,541330.0,Corporation,216.0,a
25291,"ENJOY TECHNOLOGY, INC.",3240 HILLVIEW AVE,PALO ALTO,CA,94304.0,485999.0,Corporation,500.0,a
25292,ENTERPRISE RESOURCE SVCS INC,400 Continental Blvd 6th Fl,EL SEGUNDO,CA,90245.0,561311.0,Corporation,500.0,a
25293,ENVIRONMENTAL SCIENCE ASSOCIATES,550 Kearny Street Suite 800,SAN FRANCISCO,CA,94108.0,541990.0,Subchapter S Corporation,499.0,a
25294,EPIC CARE,2345 Country Hills Ste 100,ANTIOCH,CA,94509.0,621112.0,Corporation,447.0,a
25295,EPIC PERSONNEL PARTNERS LLC,1006 SHOTWELL COURT,PLEASANTON,CA,94566.0,561320.0,Limited  Liability Company(LLC),500.0,a
25296,EPSILON SYSTEMS SOLUTIONS INC,9242 LIGHTWAVE AVE Ste 100,SAN DIEGO,CA,92123.0,336611.0,Corporation,500.0,a
25297,EROPCAR MOBILITY GROUP,5500 W. CENTURY BLVD,LOS ANGELES,CA,90045.0,532111.0,Corporation,500.0,a
25298,EUREKA RESTAURANT GROUP LLC,12101 S CRESHAW BLVD,HAWTHORNE,CA,90250.0,722511.0,Limited  Liability Company(LLC),500.0,a
25299,"EVANS HOTELS, LLC",998 WEST MISSION BAY DR,SAN DIEGO,CA,92109.0,721110.0,Limited  Liability Company(LLC),500.0,a
25300,EXACT STAFF,21031 Ventura Blvd. Ste 501,WOODLAND HILLS,CA,91364.0,561320.0,Subchapter S Corporation,500.0,a
25301,"EXCLUSIVE WIRELESS, INC.",1320 W HERNDON AVE,FRESNO,CA,93711.0,531120.0,Corporation,500.0,a
25302,F &AMP; B ASSOCIATES INC,4901 Morena Blvd Ste 1107,SAN DIEGO,CA,92117.0,722320.0,Corporation,475.0,a
25303,"F-PMAB, LLC",100 Spectrum Center Dr. Suite 1240,IRVINE,CA,92618.0,722511.0,Limited  Liability Company(LLC),500.0,a
25304,FAIRMONT PRIVATE SCHOOLS,1575 MABLE ST,ANAHEIM,CA,92802.0,611110.0,Corporation,362.0,a
25305,FARADAY & FUTURE INC,18455 S FIGUEROA ST,GARDENA,CA,90248.0,336111.0,Corporation,237.0,a
25306,FARELLA BRAUN + MARTEL LLP,235 Montgomery St Fl 17,SAN FRANCISCO,CA,94104.0,541110.0,Partnership,160.0,a
25307,FEAST FOODS LLC,"41760 Ivy Street, Suite 201",MURRIETA,CA,92562.0,722513.0,Limited  Liability Company(LLC),,a
25308,"FISH MARKET RESTAURANTS, INC.",1 Tuna Lane,SAN DIEGO,CA,92101.0,722511.0,Corporation,500.0,a
25309,FIVE ACRES,760 W. MOUNTAIN VIEW STREET,ALTADENA,CA,91001.0,623990.0,Non-Profit Organization,,a
25310,"FM RESTAURANTS EL TORITO OPCO, LLC",11065 KNOTT AVE STE A,CYPRESS,CA,90630.0,722511.0,Limited  Liability Company(LLC),63.0,a
25311,FMT SJ LLC,3223 Crow Canyon Road STE 300,SAN RAMON,CA,94583.0,721110.0,Limited  Liability Company(LLC),459.0,a
25312,"FOOTHILL HEALTH CENTER, INC.","2670 S. White Road Suite 200,",SAN JOSE,CA,95148.0,622110.0,Non-Profit Organization,355.0,a
25313,"FOR LIFE INTERNATIONAL, INC.",1400 MONTEFINO AVE,DIAMOND BAR,CA,91765.0,541513.0,Corporation,0.0,a
25314,FOUNDATION PHYSICIANS MEDICAL GROUP,3400 Data Drive,RANCHO CORDOVA,CA,95670.0,621399.0,Corporation,,a
25315,FOX TRANSPORTATION,8610 HELMS AVE,RANCHO CUCAMONGA,CA,91730.0,541614.0,Corporation,355.0,a
25316,FPI MANAGEMENT INC.,800 IRON POINT RD,FOLSOM,CA,95630.0,531311.0,Subchapter S Corporation,500.0,a
25317,FRANCIS FORD COPPOLA PRESENTS LLC,300 Via Archimedes,GEYSERVILLE,CA,95441.0,312130.0,Limited  Liability Company(LLC),469.0,a
25318,"FRANK M. BOOTH, INC.",222 3RD ST,MARYSVILLE,CA,95901.0,238220.0,Subchapter S Corporation,250.0,a
25319,FRANK RIMERMAN + CO. LLP,1 EMBARCADERO CTR,SAN FRANCISCO,CA,94111.0,541211.0,Limited  Liability Company(LLC),110.0,a
25320,FRANK'S AUTOMOTIVE INC,1520 S J St,TULARE,CA,93274.0,811198.0,Subchapter S Corporation,9.0,a
25321,FRED FINCH YOUTH CENTER,3800 COOLIDGE AVE,OAKLAND,CA,94602.0,621112.0,Non-Profit Organization,362.0,a
25322,FREE STREAM MEDIA CORP.,118 KING STREET,SAN FRANCISCO,CA,94107.0,515210.0,Corporation,250.0,a
25323,"FREEDOM FOREVER, LLC",43445 BUSINESS PARK DR,TEMECULA,CA,92590.0,221122.0,Limited  Liability Company(LLC),450.0,a
25324,FRONTEO USA INC,611 MISSIO ST 4TH FLOOR,SAN FRANCISCO,CA,94105.0,541199.0,Corporation,434.0,a
25325,FUN EATS AND DRINKS LLC,12730 HIGH BLUFF DR SUITE 250,SAN DIEGO,CA,92130.0,722513.0,Limited  Liability Company(LLC),0.0,a
25326,"GALPIN MOTORS, INC",15505 ROSCOE BLVD,NORTH HILLS,CA,91343.0,441110.0,Corporation,367.0,a
25327,"GARAVENTA ENTERPRISES, INC.",4080 Mallard Drive,CONCORD,CA,94520.0,562111.0,Corporation,417.0,a
25328,GARDNER FAMILY HEALTH NETWORK INC,160 E Virginia St Ste 100,SAN JOSE,CA,95112.0,621498.0,Non-Profit Organization,490.0,a
25329,GARRATT CALLAHAN COMPANY,50 Ingold Road,BURLINGAME,CA,94010.0,221310.0,Corporation,380.0,a
25330,"GARY AND BECKY VICK, INC.",40 WINHAM ST,SALINAS,CA,93901.0,722513.0,Subchapter S Corporation,172.0,a
25331,GDM HOTEL PROPERTIES LLC,909 Montgomery St Ste 400,SAN FRANCISCO,CA,94133.0,721110.0,Limited  Liability Company(LLC),0.0,a
25332,GENEVA STAFFING INC,15941 RED HILL SUITE 100,TUSTIN,CA,92780.0,,Corporation,,a
25333,GETAROUND INC,55 Green St.,SAN FRANCISCO,CA,94111.0,485999.0,Corporation,448.0,a
25334,"GHILOTTI BROS., INC.",525 JACOBY ST,SAN RAFAEL,CA,94901.0,237310.0,Corporation,262.0,a
25335,"GHILOTTI CONSTRUCTION COMPANY, INC.",246 Ghilotti Ave,SANTA ROSA,CA,95407.0,237310.0,Corporation,348.0,a
25336,GHP MANAGEMENT INC.,1082 W 7th Street,LOS ANGELES,CA,90017.0,531312.0,Subchapter S Corporation,425.0,a
25337,GIAMPOLINI & CO.,1482 67TH ST,EMERYVILLE,CA,94608.0,238990.0,Corporation,344.0,a
25338,"GIBSON OVERSEAS, INC.",2410 YATES AVE,COMMERCE,CA,90040.0,423220.0,Corporation,460.0,a
25339,GINO MORENA ENTERPRISES LLC,111 Starlite St,SOUTH SAN FRANCISCO,CA,94080.0,812112.0,Limited  Liability Company(LLC),500.0,a
25340,GLENN A RICK ENGINEERING AND DEVELOPMENT CO.,5620 Friars Rd.,SAN DIEGO,CA,92110.0,541330.0,Corporation,500.0,a
25341,"GOLDEN EMPIRE MORTGAGE, INC.",1200 Discovery Drive Suite 300,BAKERSFIELD,CA,93309.0,522292.0,Subchapter S Corporation,489.0,a
25342,GOLDEN GATE NATIONAL PARKS CONSERVANCY,201 FORT MASON 3rd Floor,SAN FRANCISCO,CA,94123.0,712190.0,Professional Association,338.0,a
25343,GOLDEN GATE UNIVERSITY,536 Mission St,SAN FRANCISCO,CA,94105.0,611310.0,Non-Profit Organization,354.0,a
25344,"GOULD MEDICAL GROUP, INC.",600 COFFEE RD,MODESTO,CA,95355.0,621111.0,Corporation,459.0,a
25345,GRANADA HILLS CHARTER,10535 ZELZAH AVE,GRANADA HILLS,CA,91344.0,611110.0,Non-Profit Organization,443.0,a
25346,"GREAT AMERICAN CHICKEN CORP, INC.","1990 S Bundy Dr., Suite 250",LOS ANGELES,CA,90025.0,722513.0,Corporation,0.0,a
25347,GREYSTONE INVESTMENT ASSOCIATES INC,46 E Colorado Blvd,PASADENA,CA,91105.0,722511.0,Subchapter S Corporation,26.0,a
25348,GRILL CONCEPTS INC,6171 W Century Blvd Ste 360,LOS ANGELES,CA,90045.0,722511.0,Subchapter S Corporation,500.0,a
25349,GRISWOLD INDUSTRIES,1701 PLACENTIA AVE,COSTA MESA,CA,92627.0,332912.0,Subchapter S Corporation,492.0,a
25350,GROUPWARE TECHNOLOGY INC,541 DIVISION STREET,CAMPBELL,CA,95008.0,541512.0,Corporation,,a
25351,GUITTARD CHOCOLATE HOLDINGS CO,10 GUITTARD RD.,BURLINGAME,CA,94010.0,311351.0,Sole Proprietorship,,a
25352,GUMGUM INC,"1314 7th Street, 4th Floor, 6th Floor",SANTA MONICA,CA,90401.0,541890.0,Corporation,297.0,a
25353,GWLA ACQUISITION CORP,8600 Rheem Ave,SOUTH GATE,CA,90280.0,327215.0,Corporation,500.0,a
25354,H.F. COX INC.,118 Cox Transport Way,BAKERSFIELD,CA,93307.0,484220.0,Subchapter S Corporation,324.0,a
25355,HALL AMBULANCE SERVICE INC,1001  21ST ST,BAKERSFIELD,CA,93301.0,621910.0,Corporation,458.0,a
25356,HARBINGER GROUP LLC,9777 Blue Larkspur Ln Ste 102,MONTEREY,CA,93940.0,424480.0,Limited  Liability Company(LLC),421.0,a
25357,HARBOR RAIL SERVICES COMPANY,1550 W. COLORADO BLVD,PASADENA,CA,91105.0,488210.0,Corporation,450.0,a
25358,"HARDIN HOLDINGS, INC.",22707 S. WILMINGTON AVE,CARSON,CA,90745.0,562910.0,Corporation,473.0,a
25359,HATHAWAY-SYCAMORES CHILD AND FAMILY SERVICES,100 West Walnut Street Suite 375,PASADENA,CA,91103.0,624110.0,Corporation,500.0,a
25360,"HAVEN HEALTH GROUP, LLC","31752 COAST HWY, STE 300",LAGUNA BEACH,CA,92651.0,623110.0,Limited  Liability Company(LLC),500.0,a
25361,HAWTHORNE MACHINERY CO.,16945 CAMINO SAN BERNARDO,SAN DIEGO,CA,92127.0,423810.0,Corporation,489.0,a
25362,"HEART HOSPITAL OF BK, LLC",3001 SILLECT AVE,BAKERSFIELD,CA,93308.0,622110.0,Limited  Liability Company(LLC),417.0,a
25363,HENRY E. HUNTINGTON LIBRARY AND ART GALLERY,1151 OXFORD RD,SAN MARINO,CA,91108.0,712110.0,Non-Profit Organization,487.0,a
25364,HI-TEMP INSULATION,4700 CALLE ALTO,CAMARILLO,CA,93012.0,332119.0,Corporation,,a
25365,HILLSIDES,815 COLORADO BLVD SUITE 300,LOS ANGELES,CA,90041.0,623220.0,Non-Profit Organization,480.0,a
25366,"HIRED, INC.",612 HOWARD ST #100,SAN FRANCISCO,CA,94105.0,561311.0,Corporation,156.0,a
25367,HMC HOLDINGS,3546 Concours St.,ONTARIO,CA,91764.0,541310.0,Subchapter S Corporation,351.0,a
25368,"HOF'S HUT RESTAURANT, INC.",2601 E WILLOW ST,SIGNAL HILL,CA,90755.0,722511.0,Subchapter S Corporation,500.0,a
